State,Year,Rice,Wheat,Cereals,Pulses,Food-grains,Oilseeds,Cotton,Sugarcane,Raw Jute & Mesta
Manipur,1983-84   ,255.1,,10.4,0,265.5,2.1,1.7,60,
Manipur,1982-83   ,219.5,,9,0,228.5,2.1,1.7,60,
Manipur,1981-82   ,253.1,,9.2,0,262.3,1,0.3,77.9,
Manipur,1980-81   ,273,,17.8,0,290.8,2.2,0.3,77.9,
Meghalaya,2021-22   ,297.3,0.9,44.7,12.1,355,15.3,8.6,0.4,95.1
Meghalaya,2020-21   ,295.8,0.9,44.5,12,353.3,15.2,8.6,0.4,95
Meghalaya,2019-20   ,303.4,0.9,44.5,12,360.8,15.1,,0.4,95
Meghalaya,2018-19   ,202,0.9,44.4,13.4,260.7,15.1,,0.4,94.9
Meghalaya,2017-18   ,304.6,0.9,44.4,11.9,361.8,15.1,,0.4,94.8
Meghalaya,2016-17   ,203,0.9,44.4,11.8,260.1,15,,0.4,94.7
Meghalaya,2015-16   ,301.1,0.9,44,11.7,357.7,15.2,,0.4,94.5
Meghalaya,2014-15   ,298.2,0.8,43.4,11.3,353.8,14.9,,0.3,92.5
Meghalaya,2013-14   ,273.9,0.8,42.1,3.2,320,14.1,,0.3,89.9
Meghalaya,2012-13   ,232,0.7,28.7,3.7,265,6.9,,0.2,53.2
Meghalaya,2011-12   ,216.5,0.6,28.3,3.7,249.1,7.6,,0.2,50.4
Meghalaya,2010-11   ,207,0.7,27.6,3.7,239,7.1,,0.2,52.6
Meghalaya,2009-10   ,206.7,0.7,28.2,3.6,239.2,7,5.5,0.2,53.1
Meghalaya,2008-09   ,203.9,0.7,27.8,3.9,236.3,7.1,5.6,0.3,54.6
Meghalaya,2007-08   ,200,1.1,27.4,3.3,231.8,6.7,6.5,0.3,54.9
Meghalaya,2006-07   ,200.2,1.2,27.2,2.9,231.5,6.6,7.7,0.2,55.1
Meghalaya,2005-06   ,151.9,1.2,26.4,3.6,183.1,6.7,7.8,0.2,55.7
Meghalaya,2004-05   ,193.7,1.6,26.3,3.6,225.2,6.5,7.8,0.2,39.2
Meghalaya,2003-04   ,200.7,1.5,28.1,3.5,233.8,6.4,7.8,0.2,56.2
Meghalaya,2002-03   ,190.9,4.7,28.2,3.3,227.1,6.5,7.8,0.2,56.4
Meghalaya,2001-02   ,189,4.8,27.4,3.5,224.7,6.4,7.9,0.2,49.6
Meghalaya,2000-01   ,179,6.9,26.6,3.5,216,6.3,7.7,0.2,57.2
Meghalaya,1999-00   ,170.7,7,26.4,4.6,208.7,6.2,5.5,0.2,51.9
Meghalaya,1998-99   ,149.7,7,27.6,3.5,187.8,6.1,5.6,0.3,48.5
Meghalaya,1997-98   ,150.1,6.9,27.1,2.5,186.6,5.9,5.6,2.3,56.3
Meghalaya,1996-97   ,141.1,6.9,27.8,2.5,178.3,5.9,5.5,2.2,53.7
Meghalaya,1995-96   ,111.8,4.7,23.9,2.5,142.9,6.4,5.3,2.3,48.9
Meghalaya,1994-95   ,111.5,6.4,22.7,2.4,143,5.7,5.3,2.1,56.6
Meghalaya,1993-94   ,117.8,6.6,22.5,2.5,149.4,5.6,5.4,2.3,55.3
Meghalaya,1992-93   ,114,6.2,22.6,2.4,145.2,4.2,5.4,2.2,55.6
Meghalaya,1991-92   ,121.1,5.6,26.2,2.4,155.3,5.6,5.4,2.1,65
Meghalaya,1990-91   ,119.8,5.9,26.3,2.4,154.4,5.4,5.4,2,60.7
Meghalaya,1989-90   ,116.7,5.9,26,2.4,151,5.4,5.3,2.4,60.5
Meghalaya,1988-89   ,105.6,6.7,23.7,2.3,138.3,4.9,4.2,3,59.5
Meghalaya,1987-88   ,110.5,5.6,23.8,2.4,142.3,5.7,4.2,4,60.2
Meghalaya,1986-87   ,98.7,6.7,23.2,2.7,131.3,5.5,4.2,4.6,47.1
Meghalaya,1985-86   ,132.4,6.1,25.9,2.3,166.7,5.9,4.9,5.5,72.5
Meghalaya,1984-85   ,125.2,5.2,26.7,2.8,159.9,5.3,5.1,7.2,69.4
Meghalaya,1983-84   ,131.2,4.8,25.2,2.1,163.3,3.4,5.1,5.6,64.4
Meghalaya,1982-83   ,123,4.6,24,2,153.6,4.2,4.7,9,63.9
Meghalaya,1981-82   ,125.1,4.9,23.1,1.6,154.7,3.7,4.5,9,61.7
Meghalaya,1980-81   ,132.6,4.1,16.7,1.5,154.9,4.8,4.5,9.3,70.2
Mizoram,2021-22   ,60.9,,11.3,5.7,77.9,3.2,,36.9,
Mizoram,2020-21   ,62.2,,12.6,5.9,80.7,2.9,0,43,
Mizoram,2019-20   ,60,,11,5.5,76.5,2.8,,44.3,
Mizoram,2018-19   ,60,,11,5.9,76.9,2.8,,44.3,
Mizoram,2017-18   ,59.6,,9.5,5.1,74.2,2.4,,44.8,
Mizoram,2016-17   ,61.5,,8.9,4.8,75.2,2.5,,50.5,
Mizoram,2015-16   ,62.1,,10.3,5,77.4,3,,51.3,
Mizoram,2014-15   ,60.7,,8.6,6,75.3,2.4,,44.3,
Mizoram,2013-14   ,59,,8.2,5.7,72.8,2.4,,7,
Mizoram,2012-13   ,30.5,,8,3.3,41.8,2.2,,6.8,
Mizoram,2011-12   ,54.3,,8.4,5.3,68,2.4,,7.5,
Mizoram,2010-11   ,47.2,,13.6,6.1,66.9,3.8,,7.9,
Mizoram,2009-10   ,44.3,,11.5,6.5,62.3,3,0.8,12.4,
Mizoram,2008-09   ,46,,9.3,3.6,58.9,2.5,0.1,13.7,
Mizoram,2007-08   ,15.7,,0.7,2.7,19.1,0.8,0.6,0.8,
Mizoram,2006-07   ,29.5,,21,5.8,56.3,3.8,5.2,4.6,
Mizoram,2005-06   ,99.2,,22.7,7.9,129.8,5.4,0.2,4.6,
Mizoram,2004-05   ,104.1,,15.7,4.8,124.6,5.6,1.3,5.7,
Mizoram,2003-04   ,114.6,,20.3,4.5,139.4,5.4,1.3,3.6,
Mizoram,2002-03   ,109.2,,14.9,5,129.1,5.1,1,7.4,
Mizoram,2001-02   ,105.7,,16.7,3.9,126.3,5.1,1,9.4,
Mizoram,2000-01   ,103.7,,16.4,3.9,124,5.4,1.2,6.4,
Mizoram,1999-00   ,88.4,,9.9,7.3,105.6,7.2,2,1.5,
Mizoram,1998-99   ,109.2,,16.5,9.3,135,7.5,2.5,4.8,
Mizoram,1997-98   ,110.3,,16.5,6.7,133.5,12.3,2.5,7.5,
Mizoram,1996-97   ,111.2,,15.8,6.8,133.8,11.1,2.7,7.7,
Mizoram,1995-96   ,101.5,,15.2,7,123.7,7.1,2.5,7.3,
Mizoram,1994-95   ,100.2,,14.7,9.9,124.8,7.6,2.8,7.6,
Mizoram,1993-94   ,96.7,,14.2,9.8,120.7,7.6,2.1,5.7,
Mizoram,1992-93   ,84,,12.9,7.9,104.8,6.9,2.1,5.6,
Mizoram,1991-92   ,71,,12.3,6.9,90.2,6.7,2.9,5.3,
Mizoram,1990-91   ,63.8,,11.1,6.6,81.5,6,2.4,1.8,
Mizoram,1989-90   ,59.2,,9.1,0.7,69,2.7,2,7.1,
Mizoram,1988-89   ,54.7,,9.5,1.1,65.3,2,1.2,6.5,
Mizoram,1987-88   ,49.2,,3.9,1,54.1,1.5,1.5,3,
Mizoram,1986-87   ,45.8,,6.5,0.5,52.8,1.4,3.8,5.9,
Mizoram,1985-86   ,43.2,,6.4,0,6.4,1.2,2.4,2.7,
Mizoram,1984-85   ,40.9,,5.8,0,5.8,1.3,1.8,3.5,
Mizoram,1983-84   ,24.5,,5.5,0,5.5,0.6,1.6,3.5,
Mizoram,1982-83   ,46,,5.2,0,5.2,0.6,2.4,5.1,
Mizoram,1981-82   ,28.3,,6.2,0,34.5,0.6,2.4,5.1,
Mizoram,1980-81   ,28.3,,6.2,0.1,34.6,0.6,2.4,5.1,
Nagaland,2021-22   ,150.7,2.3,70.2,30.1,253.4,19.7,0,104.6,0.9
Nagaland,2020-21   ,367.4,6.3,149.4,47.1,570.2,70.2,0,203,38.1
Nagaland,2019-20   ,363.3,6.3,149,46.8,565.4,70.8,,193.6,44.6
Nagaland,2018-19   ,356.7,6.3,148.8,46.4,558.1,69.5,,193.2,44.5
Nagaland,2017-18   ,349.6,6.3,150.3,46.1,552.3,69.2,,192.7,44.3
Nagaland,2016-17   ,336.7,6.2,149.5,44.5,536.9,68.9,,192.4,7.9
Nagaland,2015-16   ,318.8,6,148,43.1,515.8,68.6,,190.2,7.9
Nagaland,2014-15   ,454.2,5.6,147.5,42.4,649.6,68.1,,189.3,7.8
Nagaland,2013-14   ,429.6,5.5,147,42.5,624.6,67.9,,188.5,7.8
Nagaland,2012-13   ,405.2,5.9,145.9,43.6,600.6,67.5,,187.6,7.7
Nagaland,2011-12   ,382.4,5.4,144,34.7,566.5,66.8,,186.7,8.5
Nagaland,2010-11   ,381.4,5.3,145.2,36.4,568.3,66.3,,184.9,8.4
Nagaland,2009-10   ,240.3,2.4,76.8,34.7,354.2,84.6,0,152.9,2
Nagaland,2008-09   ,345.1,2.1,127.3,39.7,514.2,71.5,0.1,185.8,1.3
Nagaland,2007-08   ,290.6,1.6,139.4,41.6,473.2,68.1,0.3,247.3,6.4
Nagaland,2006-07   ,263.5,1.3,126.4,45,436.2,62.6,0.2,233.9,5.9
Nagaland,2005-06   ,263.1,1.9,120.1,39.7,424.8,62.8,1.7,210.9,10.5
Nagaland,2004-05   ,259.8,13,105.5,25.2,403.5,81.9,0.2,142.1,6.7
Nagaland,2003-04   ,248,20,108.3,33.5,409.8,66.8,0.2,130,6.1
Nagaland,2002-03   ,225,17,118,28,388,74,5,80,5.5
Nagaland,2001-02   ,237.3,15,73.4,29.7,355.4,53.2,2.9,50,0
Nagaland,2000-01   ,230,10,61.6,21.1,322.7,46.1,0.4,35,0.5
Nagaland,1999-00   ,132.4,12.5,52.1,13.5,210.5,43.3,0.4,30,0.5
Nagaland,1998-99   ,209.6,9.4,50.5,12.5,282,35.4,0.4,68,0.2
Nagaland,1997-98   ,187.3,3,34.1,12.5,236.9,24.8,0.3,50,0.4
Nagaland,1996-97   ,153,2.5,43.2,13.6,212.3,20.4,0.4,125,4.2
Nagaland,1995-96   ,185,1.5,40.5,11.8,238.8,16.1,0.4,120,2.5
Nagaland,1994-95   ,174,0.6,37,7.9,219.5,15.5,0.3,125,2.5
Nagaland,1993-94   ,180,1,37,10,228,19.7,0.3,193.4,2.4
Nagaland,1992-93   ,176,0.3,44.9,7.5,228.7,15.1,0.1,200,2.4
Nagaland,1991-92   ,154,1.6,33,15,203.6,14.3,0.1,140,1.1
Nagaland,1990-91   ,152.2,1.3,28.2,12,193.7,11.6,0.1,130,0.8
Nagaland,1989-90   ,150,,20,9.2,179.2,10.9,,130,0.7
Nagaland,1988-89   ,130,,19.3,5.5,154.8,6.6,,129,0.7
Nagaland,1987-88   ,86,,9.5,3.7,99.2,8.2,,119,0.6
Nagaland,1986-87   ,83.9,,7.2,2.2,93.3,11.3,,106,0.6
Nagaland,1985-86   ,95.1,,14.5,5.2,19.7,6,,96,0.5
Nagaland,1984-85   ,102.4,,14.2,3.1,17.3,5.4,,81,0.6
Nagaland,1983-84   ,92,,14.8,1,15.8,1.9,,90,0.6
Nagaland,1982-83   ,108.4,,13,0.4,13.4,1.9,,140.5,0.6
Nagaland,1981-82   ,99.1,,12.4,0.3,50,1.6,,136.8,1
Nagaland,1980-81   ,91.2,,11.8,0.5,46.8,1.2,,122.4,0.5
Odisha,2022-23   ,9621.2,0.3,303.1,474.6,10399.1,129.9,665.5,412.5,51.2
Odisha,2021-22   ,9290.8,0.3,352.9,481.3,10125.2,145.2,625.9,397.6,67.3
Odisha,2020-21   ,8810.3,0.3,281.8,431.2,9523.6,135.1,551,381.3,28.9
Odisha,2019-20   ,8360.4,0.2,237.1,432.5,9030.1,99.5,579,505,25.2
Odisha,2018-19   ,7733.7,0.3,169.1,412.1,8315.2,91.1,455,417.8,32.4
Odisha,2017-18   ,6551.3,0.2,170.2,429.6,7151.3,93.1,408,240.1,44.2
Odisha,2016-17   ,8325.9,0.1,256.2,479.1,9061.3,121.2,382,344.3,32.8
Odisha,2015-16   ,5875.4,0.5,157.2,375.1,6408.2,120.1,300,577.2,56.8
Odisha,2014-15   ,8298.2,0.7,242.3,440.3,8980.5,141.5,400,722.9,68.4
Odisha,2013-14   ,7613.4,1.1,325.7,419.3,8359.4,168.8,299,936.5,82.3
Odisha,2012-13   ,7295.5,2,287,424.4,8008.8,170.3,400,952.4,83.8
Odisha,2011-12   ,5807,2.4,259.4,343.4,6412.3,165.8,325,884.7,101.2
Odisha,2010-11   ,6827.7,4.2,360.5,426.9,7619.3,179.8,250,902.7,113.5
Odisha,2009-10   ,6917.5,5.8,230.3,399.3,7552.9,172.2,147.2,489.9,112
Odisha,2008-09   ,6812.7,7.4,191.7,387.3,7399.1,180.3,146.6,646.2,114.7
Odisha,2007-08   ,7540.7,8.7,210.4,383.5,8143.3,196.6,124.7,1096.2,151.1
Odisha,2006-07   ,6824.7,5.8,162.4,351.8,7344.7,175.1,107.9,1274.4,132.4
Odisha,2005-06   ,6859,4.5,159.9,336.3,7359.7,187.7,144.8,1073,141.5
Odisha,2004-05   ,6466,5,169.1,249.6,6889.7,179.5,111.2,859.9,145.9
Odisha,2003-04   ,6733.7,7.5,143,272.7,7156.9,156.9,88.2,858.1,127.3
Odisha,2002-03   ,3276.7,5.8,96.8,194.4,3573.7,93.7,49.9,753.2,148.1
Odisha,2001-02   ,7148,10.6,121.3,284.2,7564.1,137.5,54.7,644,146.6
Odisha,2000-01   ,4614,12.9,144.6,212.7,4984.2,114.9,65.3,963.9,140.5
Odisha,1999-00   ,5187,7.7,163,264.8,5622.5,167.7,61,1080.3,168.8
Odisha,1998-99   ,5391.5,4.4,147.9,249.3,5793.1,167,53,1469.5,151.6
Odisha,1997-98   ,6204.6,6.6,140.1,286.5,6637.8,195.9,36,1144,261.8
Odisha,1996-97   ,4438.4,6.6,160.5,225.9,4831.4,173.2,30.2,1332.1,232.1
Odisha,1995-96   ,6226.2,6.1,138.6,593.4,6964.3,243.2,21.8,1594.2,255.9
Odisha,1994-95   ,6353.2,6.7,128.9,585.3,7074.1,244,9.7,1198.6,206.9
Odisha,1993-94   ,6616.3,5,169.9,771.5,7562.7,294.3,3.2,781,399.4
Odisha,1992-93   ,5387.7,7.5,151.5,509.4,6056.1,240.8,3.7,754.2,464.1
Odisha,1991-92   ,6659.7,56.5,423.9,2023.6,9163.7,858,7.2,2744.6,626.9
Odisha,1990-91   ,5275.3,55.6,525.6,1920.7,7777.2,940.9,8.7,3549,695.4
Odisha,1989-90   ,6284,64.9,507.9,1929.7,8786.5,866.5,10.9,3325,505.3
Odisha,1988-89   ,5296.5,69.3,527.3,1897.5,7790.6,860.5,8.6,3200.2,515.8
Odisha,1987-88   ,3471.4,71.1,467.7,1804.2,5814.4,820.2,5.3,2785.7,502.3
Odisha,1986-87   ,4834.4,75.8,420.2,1911.5,7241.9,798.9,2.5,2785.6,478.6
Odisha,1985-86   ,5226.3,106.9,518.6,1031.3,6883.1,850,3.2,3700,724
Odisha,1984-85   ,4172.2,96.3,439.4,910.8,5618.7,748.5,1.9,3700,560
Odisha,1983-84   ,5120.6,150.1,691,1054.8,7016.5,714.5,2.2,2861.9,626.5
Odisha,1982-83   ,2991.5,121,528.8,921.6,4562.9,589.6,3.3,3169.4,484
Odisha,1981-82   ,3853,125.2,514.7,944.3,5437.2,596.9,5.7,3220,602.9
Odisha,1980-81   ,4300.8,122.4,667.4,886.1,5976.7,484.7,4,3060,519
Punjab,2022-23   ,13146.7,16474,435.7,75.4,30131.9,93.5,459.7,7639,
Punjab,2021-22   ,12885.5,14861.4,429.7,76,28252.5,75.3,646,7130.9,
Punjab,2020-21   ,12783.6,17186,417.6,31.1,30418.3,58.8,1022.7,7487,
Punjab,2019-20   ,11779.3,17615.6,433.3,29.2,29857.3,58.4,1206,7302,
Punjab,2018-19   ,12821.6,18261.8,421.3,27.7,31532.3,59.5,1222,7773.7,
Punjab,2017-18   ,13381.8,17830.4,453.2,26.5,31691.9,59.5,1283,8023.7,
Punjab,2016-17   ,11586.2,16440.5,477.2,33,28536.9,57.8,1031,7152,
Punjab,2015-16   ,11823,16077,457.3,43.5,28400.8,56.8,750,6607,
Punjab,2014-15   ,11107,15050,499.4,41.6,26698,57.7,1600,7039,
Punjab,2013-14   ,11267,17620,553.8,39.6,29480.4,64.2,1968,6675,
Punjab,2012-13   ,11374,16591,525,53,28543,69.4,2000,5919,
Punjab,2011-12   ,10542,17280.1,552,15,28389.1,68,2300,5653,
Punjab,2010-11   ,10837,16472,538,19.3,27866.3,71.5,2100,4170,
Punjab,2009-10   ,11236,15169,527.1,18,26950.1,83.4,2006,3700,
Punjab,2008-09   ,11000,15733,575.1,21.7,27329.8,76.2,2285,4670,
Punjab,2007-08   ,10489,15720,583.1,23,26815.1,76.5,2355,6690,
Punjab,2006-07   ,10138,14596,552,27.1,25313.1,78.2,2678,6020,
Punjab,2005-06   ,10193,14493,472,26.2,25184.2,89.6,2395,4860,
Punjab,2004-05   ,10437,14698,504,31.7,25670.7,100.4,2087,5170,
Punjab,2003-04   ,9656,14489,545,39.4,24729.4,103.8,1478,6620,
Punjab,2002-03   ,8880,14175,402.3,33.9,23491.2,90.9,1083,9290,
Punjab,2001-02   ,8816,15499,535.9,36,24886.9,82.6,1307,9250,
Punjab,2000-01   ,9154,15551,575.1,44.4,25324.5,87.4,1199,7770,
Punjab,1999-00   ,8716,15910,530,45.4,25201.4,111.7,952,6770,
Punjab,1998-99   ,7940,14460,456.2,50.7,22906.9,170.5,595,6130,
Punjab,1997-98   ,7904,12715,464.2,60,21143.2,218.6,937,7150,
Punjab,1996-97   ,7334,13672,467.2,80.1,21553.3,284,1925,11040,
Punjab,1995-96   ,6768,12518,436.2,142,19864.2,306.1,1950,8620,
Punjab,1994-95   ,7703,13542,481.3,151.5,21877.8,263.6,1779,5160,
Punjab,1993-94   ,7642,13377,477.3,135.6,21631.9,235,1514,4710,
Punjab,1992-93   ,7002,12369,561.1,121.6,20053.7,231.2,2314,6369,
Punjab,1991-92   ,6755,12295,505.2,128.9,19684.1,258.5,2357,6920,
Punjab,1990-91   ,6535,12155,450.3,160.4,19300.7,110.8,1909,6000,
Punjab,1989-90   ,6697,11681,508.5,144.9,19031.4,132.2,2454,6500,
Punjab,1988-89   ,4925,11580,432.1,169.9,17107,145,2118,6000,
Punjab,1987-88   ,5442,11084,467.6,140.7,17134.3,236.4,1859,5820,
Punjab,1986-87   ,6022,9458,633.2,245.6,16358.8,166.4,1691,6110,
Punjab,1985-86   ,5448.9,10988,548.4,203.7,17189,197.5,1403,5050,
Punjab,1984-85   ,5052,10176,719.6,151.4,16099,198.5,1241,4920,
Punjab,1983-84   ,4536,9422,687.1,135.6,14780.7,120.2,707,5530,
Punjab,1982-83   ,4147,9157,719.9,121.6,14145.5,133,1218,6340,
Punjab,1981-82   ,3755,8553,858.9,158.9,13325.8,168.7,1270,6120,
Punjab,1980-81   ,3223,7677,802.8,199.9,11902.7,187.3,1178,3920,
Rajasthan,2022-23   ,577.4,10250.4,8759.9,3830.6,23418.2,9295.8,2774.5,217.4,
Rajasthan,2021-22   ,478.6,10095.5,7035.7,4053,21662.8,8688,2481,321.4,
Rajasthan,2020-21   ,634,11035.4,8360.9,4252,24282.3,7984.6,3207.6,393.7,
Rajasthan,2019-20   ,480.5,10916.1,7333.3,4497.1,23227.1,6769.2,2788,326.2,
Rajasthan,2018-19   ,453.2,10082.9,6993.3,3759.4,21288.8,6899.1,2026,447.9,
Rajasthan,2017-18   ,450.9,9368.5,6732.2,3405.4,19957,6111.3,1893,381.9,
Rajasthan,2016-17   ,452.7,8985.3,6734.5,3181.2,19353.6,6240.2,1401.9,488.7,
Rajasthan,2015-16   ,369.8,9871,5808.9,1990.2,18039.9,5692.5,1214,531.3,
Rajasthan,2014-15   ,366.7,9823.9,7479.5,1951.8,19621.9,5314.3,1527,408.9,
Rajasthan,2013-14   ,312.6,8663.2,6432.9,2490.9,17899.6,6033.8,1287,362.9,
Rajasthan,2012-13   ,222.5,9275.5,6912.9,1956.8,18367.7,6364.6,1400,401.8,
Rajasthan,2011-12   ,253.4,9319.6,7464.7,2432.1,19469.7,5744.5,1335,451.3,
Rajasthan,2010-11   ,265.5,7214.5,8092.5,3259.7,18832.2,6604.8,900,367.9,
Rajasthan,2009-10   ,228.3,7500.9,3907.2,713.7,12350.1,4407.2,903.1,344.5,
Rajasthan,2008-09   ,241.1,7287,7325.7,1826.4,16680.2,5178.4,725.7,388.2,
Rajasthan,2007-08   ,259.6,7124.9,7121.4,1552.8,16058.7,4197.6,862.2,593.8,
Rajasthan,2006-07   ,169.8,7055.8,5501.9,1481.3,14208.8,5166.8,746.8,629.7,
Rajasthan,2005-06   ,153,5865.3,4528.6,898.1,11445,5964,880.5,482.6,
Rajasthan,2004-05   ,150.4,5706.6,4956.4,1337.4,12150.8,5541.1,764.6,276.6,
Rajasthan,2003-04   ,164.8,5875.8,9674.8,2278.4,17993.8,3996.8,709,309.4,
Rajasthan,2002-03   ,67.9,4878,2105.6,484.5,7536,1754.6,252.4,421.7,
Rajasthan,2001-02   ,180,6389,6008.6,1426.1,14003.7,3129,280.8,432.2,
Rajasthan,2000-01   ,155.7,5547.1,3606.3,731.5,10040.6,2035.4,805.4,561.3,
Rajasthan,1999-00   ,252.6,6731.9,2808.7,890.9,10684.1,3407.4,984.2,786.8,
Rajasthan,1998-99   ,205.5,6879.8,3414.8,2444.4,12944.5,3811.4,872,1078.8,
Rajasthan,1997-98   ,190.3,6701,4322.7,2634.9,13848.9,3296.9,867.5,1158.7,
Rajasthan,1996-97   ,174.2,6782,4025.5,1847.6,12829.3,3531.5,1363.3,1290.2,
Rajasthan,1995-96   ,117.6,5493.3,2500.4,1781.8,9893.1,3070,1338.3,1410.8,0.2
Rajasthan,1994-95   ,173.2,5612.7,3959,2494,12238.9,2834.1,875.2,987,
Rajasthan,1993-94   ,143.1,3459.5,2381.1,1357.4,7341.1,2405.2,838.7,1020,0.2
Rajasthan,1992-93   ,174.8,5147.8,4698.6,2040.6,12061.8,2541.5,1016.2,1129,0.3
Rajasthan,1991-92   ,119.5,4478.4,2466.5,1122,8186.4,2710.7,845.2,1360.7,0.4
Rajasthan,1990-91   ,142.1,4308.6,4765,2338.3,11554,2355.6,918.4,1203.1,0.4
Rajasthan,1989-90   ,151.1,3400.1,3826.1,1552,8929.3,1845.6,986.4,716.3,0.5
Rajasthan,1988-89   ,185.8,3964.1,4884.4,2211.3,11245.6,1917.2,600.8,686.3,1.3
Rajasthan,1987-88   ,47.3,2909.1,1351,527,4834.4,1258,218,948.4,0.1
Rajasthan,1986-87   ,129.3,3401.9,2313.8,1057.8,6902.8,882.6,698.6,1290.5,0.5
Rajasthan,1985-86   ,119.4,3721.2,2325.6,1766.9,7933.1,912.6,474.4,1009.5,0.5
Rajasthan,1984-85   ,212.8,2792.4,3526.8,1382.5,7914.5,1189.2,441.3,1369.3,1.2
Rajasthan,1983-84   ,217.5,3441.7,4737,1679.2,10075.4,951.4,578.9,1485.4,0.6
Rajasthan,1982-83   ,87.5,3787.2,2878.9,1623.8,8377.4,625.6,554,1429.9,0.2
Rajasthan,1981-82   ,138.8,2933.2,2558.2,1532.9,7163.1,652.3,425.4,1436.8,0.3
Rajasthan,1980-81   ,149.8,2393.9,2783.1,1169.7,6496.5,385.7,388.3,1163.9,0.3
Sikkim,2021-22   ,16,0.1,70,5.1,91.3,5.6,,,
Sikkim,2020-21   ,16.2,0.1,70.5,5,91.8,5.7,,,
Sikkim,2019-20   ,16.1,0.2,70.7,5,92.1,5.6,,,
Sikkim,2018-19   ,17.2,0.2,69.8,4.8,92,5.6,,,
Sikkim,2017-18   ,17.6,0.2,71,5.1,93.9,5.8,,,
Sikkim,2016-17   ,19.7,0.4,75.9,5.5,101.3,6.4,,,
Sikkim,2015-16   ,13.1,0.4,75.3,5.4,94.1,6.3,,,
Sikkim,2014-15   ,20.1,0.4,75.9,5.8,102.2,7.1,,,
Sikkim,2013-14   ,20.3,0.4,75.9,5.8,102.4,7.1,,,
Sikkim,2012-13   ,21.3,0.6,78.3,5.8,106,7.1,,,
Sikkim,2011-12   ,20.9,2.7,73.8,5.9,103.2,7.8,,,
Sikkim,2010-11   ,21,2.7,74.8,11.9,110.3,7.9,,,
Sikkim,2009-10   ,24.3,5.9,74.2,12.9,117.3,9.4,,,
Sikkim,2008-09   ,21.7,7.8,66.2,11.8,107.5,7.4,,,
Sikkim,2007-08   ,22.9,4.5,72.6,11.6,111.6,7.5,,,
Sikkim,2006-07   ,21.5,9,63.7,6.1,100.3,7.2,,,
Sikkim,2005-06   ,21.5,9,63.7,6.1,100.3,7.2,,,
Sikkim,2004-05   ,21.6,8.3,67.4,6.6,103.9,7.6,,,
Sikkim,2003-04   ,21.2,8.1,63.8,6.8,99.9,7.4,,,
Sikkim,2002-03   ,21.2,8.9,59.9,6.6,96.6,7.1,,,
Sikkim,2001-02   ,22.3,9.8,61,5.6,98.7,6.9,,,
Sikkim,2000-01   ,21.4,10.1,66.5,5.2,103.2,6.9,,,
Sikkim,1999-00   ,23.4,12.8,60.8,6.1,103.1,7.6,,,
Sikkim,1998-99   ,22,6.4,56.7,5.6,90.7,5.1,,,
Sikkim,1997-98   ,21.4,14,61.8,5.9,103.1,7.6,,,
Sikkim,1996-97   ,22.1,14.8,62.9,6,105.8,7.6,,,
Sikkim,1995-96   ,21.9,15.3,63,9.1,109.3,7.6,,,
Sikkim,1994-95   ,20.7,14.9,60.9,12.1,108.6,6.8,,,
Sikkim,1993-94   ,20.7,14.1,60.9,8.6,104.3,6.6,,,
Sikkim,1992-93   ,20.7,14.1,59.9,10.3,105,5.7,,,
Sikkim,1991-92   ,22.3,14.2,63.6,11,111.1,11.1,,,
Sikkim,1990-91   ,25.3,19.6,69,22.8,136.7,14.4,,,
Sikkim,1989-90   ,23,20.3,65.7,25.5,134.5,15.1,,,
Sikkim,1988-89   ,18.6,17.8,63.6,7.2,107.2,12.8,,,
Sikkim,1987-88   ,19,17.7,56.4,7.9,101,12.1,,,
Sikkim,1986-87   ,17.3,16.5,55.1,14.9,103.8,11.4,,,
Sikkim,1985-86   ,16.5,16.2,53.3,10.5,96.5,10.3,,,
Sikkim,1984-85   ,15.6,15.3,50.7,9.3,90.9,8.2,,,
Sikkim,1983-84   ,13.6,12.4,42.8,7.1,75.9,7.3,,,
Sikkim,1982-83   ,11.6,11.8,34.5,5.5,63.4,6,,,
Sikkim,1981-82   ,12,12.9,34.9,3.9,63.7,4.3,,,
Sikkim,1980-81   ,,,,,,,,,
Tamil Nadu,2022-23   ,7850.6,,3663.5,549.1,12063.2,948.1,356,16915.7,
Tamil Nadu,2021-22   ,7906.6,,3592.4,499,11998,1082.8,301.9,16166.4,
Tamil Nadu,2020-21   ,6881.2,,3470,472.5,10823.6,1062.9,243.2,13284.6,
Tamil Nadu,2019-20   ,7171.1,,3493.2,605.4,11269.8,1075,418,14119.1,
Tamil Nadu,2018-19   ,6130.9,,3708,551.2,10390.1,940.9,269,17140.2,
Tamil Nadu,2017-18   ,6638.9,,3518.4,556.3,10713.6,1038,445,17154,
Tamil Nadu,2016-17   ,2369.4,,1345.2,427.1,4141.6,604.1,359,18987.6,
Tamil Nadu,2015-16   ,7517.1,,3406.6,554.8,11478.5,932.2,369,25494.1,
Tamil Nadu,2014-15   ,5727.8,,3142.6,753.2,9623.7,985.3,686,28092.8,
Tamil Nadu,2013-14   ,5349.8,,2819.7,613.8,8783.2,964.2,408,32454.1,
Tamil Nadu,2012-13   ,4049.9,,1333,209.9,5592.8,816.9,500,33919.2,
Tamil Nadu,2011-12   ,7458.7,,2323.8,369.3,10151.8,1113.7,450,38575.7,
